id,,score.positive,score.negative,SA score
40677,google googl mobile search app becoming new starting page every morning ending page every night thank,0,0,1
40693,rt lamonicabuzz crazy true fact amzn worth 350 billion kss shld amp jcp combined wow,0,0,1
40772,new alltime high close qqq nice work everyone,0,0,1
40821,rt 361capital lg cap alltime high list falls 12 stocks financials small standout xlf,0,0,-1
40822,rt theinformation amazon making play power retailers’ mobile commerce efforts popular app amzn,1,0,1
40843,amazon making play power retailers’ mobile commerce efforts popular app amzn,1,0,1
40929,nflx closed today alltime closing high,0,2,1
41090,spx target price industry analysts actual price 7 average,0,1,-1
41132,amazon’s army grows 50 percent amzn,0,0,1
41141,mdco also developing pcsk9 cholesterol drug up 84 market amgn regn sny injunction decision,0,1,1
41187,inspiration behind three new starbucks products launching next week sbux,1,0,1
41225,rt 5 bln amgn market cap bump judge tells regn shares halted pull competing drug market,0,1,1
41227,5 bln amgn market cap bump judge tells regn shares halted pull competing drug market,0,1,-1
41241,heres everything need know starbucks epic new egg sbux,1,0,1
41261,regn one top largecap shorts 2017 recent jpm survey amgn,0,1,-1
41284,link full regn sny amgn court ruling thank streetaccount,0,0,-1
41325,regn tells injunction decision believe not patents much looking forward appeal,0,2,-1
41343,fang stocks bear teeth amazon facebook netflix rise apple gains amzn fb nflx aapl googl,2,0,1
41434,interesting judge ruling 2 factors amgn 1 neutral 1 regn amgn wins close,3,0,1
41610,qnx operating system puts blackberry seat revolution ces2017 bbry,0,0,1
41665,rt ophirgottlieb spx qqq aapl option traders stories interest,0,0,1
41760,big scoop night morganstanley cut equity traders bonuses up 4 via hughson ms,0,1,-1
41839,grab blowout holiday deals last chance fb twtr say goodbye,0,0,1
42172,used amzn lots holiday shopping 1 make orders private u share household a,0,0,1
42498,pay hike minimum hour attracting talent wfc bac,0,0,1
42725,rt timothysykes got haters good read see transform customers like fb twtr,1,0,1
42739,heres little live trade made 500 minutes nothing huge adds up time fb twtr,0,0,1
42844,rt wallstcynic buying baba think new sec chair going go easy actually think o,2,0,-1
43259,alexa could amazons fourth amzn,0,0,1
43314,rt bullish american business amzn,0,0,1
43446,top stock ideas 2017 shuliren baba ntes,0,0,1
43459,rt thestreet inspiration behind three new starbucks products launching next week sbux,1,0,1
43606,stocks watch macys inc inc amzn kohls corp kss,0,0,1
44090,rt daveaurelio social change sampp 500 sentiment rebound spx spy voo,1,0,1
44279,teslamotors stock soared december tsla,0,0,1
44590,say follow revenue stream services,0,0,-1
44613,rt barronsnext subway restaurant outlets chain starbucks sbux,0,0,1
44771,amgn stay sny regn appeal likely appeal court prob injunction settlement injunction unlikely,0,2,-1
45034,icymi gilead 100m milestone chip gamble new nash drugs gild,0,0,1
45125,regn early premarket trades around 350,0,0,-1
45220,yesterdays halt emblem lucky break buy better lucky good say emmbf emc,3,2,1
45580,early movers tm shld amgn gps shak mcd amp ht,0,0,1
45690,nomura iphone 8 going blow iphone 6 water aapl,0,0,1
45717,peek markets us stock futures edge lower eyes jobs report spy uso mcd gps,0,1,-1
45850,former top salesforce exec ceo crm,0,0,1
45981,forward 12month pe ratio spx above recent averages still below average,0,0,1
46144,regn 6 mr market worried praluent injunction seems believe appeal succeed launch sure,1,1,1
46205,alphabet bristolmyers cnbcfastmoney picks january 6 bmy fxi googl,0,0,1
46235,stocks watch today amgn rt aapl,0,0,1
46244,spy likes,0,0,1
46259,weve bullish nasdaq qqq pullbacks sell exposure green alltime highs,1,1,1
46317,18 stocks moving fridays premarket amgn gps mdco ions ntnx rt regn p gpro,0,0,1
46319,phlx sector story past future performance outperformed spx 2016,1,0,1
46344,late morning quick thought long spx continues hold healthy upper consolidation take 2277,1,1,1
46375,amazon web services could worth 160 billion standalone business amzn,0,0,1
46423,amgn goldman sachs raises amgen amgn pt following praluent decision new street high gs via thenotablecalls,0,0,1
46448,nvidia ceos keynote ces2017 exceeded expectations nvda,0,0,1
46547,mr said development declined comment bks amzn,0,2,-1
46589,5 semiconductor stocks trade huge run avgo intc qcom nvda txn,0,0,1
46594,earnings us growing fastest rate since 2009 bloomberg chart spy djia,0,0,1
46740,stores best play retail amzn burl,1,0,1
46897,spy poised continuation above recent resistance,0,0,1
47119,huawei feature amzns alexa smartphone debut,0,0,1
47169,dow winners aapl utx v,1,0,1
47321,snapchat ipo set stage fb baba acia twlo ntnx,0,0,1
47326,low odds court ruling regeneron get appeal amgn regn sny,0,1,1
47346,well well back dow 20k watch also spx comp record territory,0,0,1
47416,analysts expected revenue growth spx 2017 led energy sector,0,0,1
47455,jimcramer says traditional retail sinks look fang fb googl nflx amzn,0,0,1
47462,saying yesterday bear thus usd selloff amp bounce dow up 20k dj spx,0,2,1
47669,netflix investors nflx stock better shape alert poor stranger things,1,1,1
47700,dxy hits session highs djia hits highs,2,0,1
47709,solid wiseguy momo aapl,0,0,1
47827,court sales praluent jimcramer sees opportunity amgen,1,0,-1
47902,sto next week spy 230 calls 20c creates jan 230 call calendar 4c basis,0,0,-1
47961,phlx semiconductor sector story past present amp future performance outperformed spx 2016,1,0,1
48027,get shares mu getting good,1,0,-1
48031,rt youre not news feed yesterday panw up today fb spy nflx sanglucci,0,0,1
48105,troll bought sold twtr 23,0,0,-1
48131,djia less 10 points away historic 20000 mark,0,0,1
48152,game changer dont get nvidia story clearly andrew left not think long term gaming vr iot,1,0,-1
48201,im sidelines looks like good ol spx,1,0,-1
48379,happens msft people edge,1,0,-1
48664,intels ceo sees trump presidency opportunity intc,1,0,1
48706,amzn trading around earnings winner,1,0,1
48713,facebook hires former television news campbell brown lead news partnerships brand new role fb,0,0,1
48767,nvda understanding earnings vol made 550 options,0,0,1
48820,rt amazons latest move tells up tvs amzn,0,1,-1
48898,netflixs new alltime high nflx,0,0,1
48998,visa top pick fintech cost v,0,0,1
48999,wk 1 ends still compelling case asset classes spx ig em higher lower slightly terranovajoe,0,1,1
49104,djia came within 037 point stocks needed gain milestone hit,1,0,1
49129,get inspired beautiful world top millionaire travel great fb twtr,1,0,1
49149,one month returns alxn 14 amgn 11 celg 7 gild 4 it’s up biib 4 regn 05,0,0,1
49384,trim amzn calls wednesday two day move big not sell still stock options,0,1,-1
49691,rt sanglucci twtr kicks trump yes might consider longer term,0,0,1
49750,rt goldman sachs gs trying break consolidation area chart looks great no,0,1,1
50015,attention boeing investors dont worry trumps trade war china ba luv,0,1,1
50094,fang stocks looking sharp 2017 thus far amzn fb goog,0,0,1
50126,gs entering electric amp autonomous vehicles amp rise sharing economy,1,0,1
50157,gs amp business leaders inspire nyc students w free,0,0,1
50364,rt stocktwits yep dow hit 1999963 djia dia,0,0,-1
50398,yep dow hit 1999963 djia dia,0,0,1
50435,difficult buy drug stocks right jimcramer weighs celg agn,1,1,-1
50457,wasnt long ago wall street worried netflixs best days behind much nflx,2,0,1
50698,hot hot hot netflix hit alltime high today up 65 already 2017,0,0,1
50724,amzn amazing range good back play,1,0,1
50731,dow20k vix tumbles jonnajarian trades stx bmy calls,0,0,-1
50873,goog past days played online games we’re excited results no shit,1,1,-1
50882,think apples iphone sales rebound next smartphone aapl cheddarlive,1,0,-1
50941,djia news think itll hit 20k came within one point today cheddarlive cheddarlive,0,0,1
50961,mark high quality work im looking spx,0,0,1
50979,38 amazing facts millionaires bet dont know fb twtr,0,0,1
51159,googl fb amzn aapl rip,0,0,-1
51181,aapl surges announcement,0,0,1
51318,another sign market top fb,0,0,-1
51377,earnings corporate america starts report q4 results next week tap svu kbh dal amp big banks bac jpm wfc pnc blk,0,0,1
51414,spy aapl analysis beat market using options,0,0,1
51574,rt last time spx closed alltime high amp volume lt 4 52week highs march 24,1,1,1
51810,dow received strong bump dis gs today,1,0,1
51819,djia fell shy 20000 today heres,0,0,-1
51896,says majority subscribers get netflix content,0,0,1
52004,sees big q1 dividend hikes coming vmc csco tjx hd via barronsonline,0,0,1
52027,rt jowens510 fitbit ceo talks jbooton new software could help wearables co follow similar path apple fit,0,0,1
52048,rt optionsaction nasdaq hit new high today riskreversal looking trade qqq,0,0,1
52051,fitbit ceo talks jbooton new software could help wearables co follow similar path apple fit,0,0,1
52093,nasdaq hit new high today riskreversal looking trade qqq,0,0,1
52098,watch gs zach pandl dec jobs report amp fastest us wage growth since 2009,0,0,1
52542,techs strong week dow nears 20000 aapl googl ua uaa jpm,1,0,1
52718,ai hot topic ces2017 gs research potential,0,0,1
53489,strong jobs growth three categories tied amazon’s rise amzn,2,0,1
54062,jack verified blue edit button live button live music deals not tv twtr,0,0,1
54144,adamsinger interesting no revenue model guess no apple step p aapl,1,0,-1
54366,name would build brick mortar store amzn amazon,0,0,-1
55197,syncubate fijitime71 agree 100 take top management twitter twtr dis,0,0,1
55442,100 charts pictures stock market 2016 spy vix gld,0,0,1
55450,always cut bs lies like fb twtr,0,2,-1
56032,spy selling puts created decade wealth twoyears,0,1,1
56111,fb adding condors soon heres selling condors facebook threeyears get trade machine,0,1,1
56144,googl selling put spreads versus owning stock last 3years,0,1,-1
56178,10 stocks highest percentage wall street buy ratings ones would amzn fb unh,2,0,1
56263,weekend portfolio review biggest winners irbt gs stld,1,0,1
56318,2016 year charts stocks spx,0,0,1
56554,rt wsj waymo selfdriving car unit alphabet created sensor package goog,0,0,1
56569,could big googl,0,0,1
56629,disruptive mobile ads still less 20 total steep part,0,1,-1
56841,tech giants seem worries uber fb amzn,0,1,1
56844,nvda msm ws missed nvidia made gigantic move ces cml pro members know right,0,1,1
57548,apples iphone turns 10 today take look significant challenges lie ahead aapl,0,2,-1
57765,cot fund exposure towards energy — saxostrats ole hansen oil gld slv,0,0,1
57960,ten years iphone past present future apples blockbuster phenomenon aapl,0,0,1
58058,todays early look open minds review stocks keep making alltime highs spy qqq,1,0,1
58083,rt guiding end 17 celg,0,0,1
58217,study hackers say mass surveillance no 1 threat 2017 aapl msft yhoo,0,1,-1
58656,nugt nice action far range great lately,0,0,1
58660,rt timothysykes 7 tips making 7000 1 day study up fb twtr,0,0,1
58666,rt not bitcoin bigger twtr market cap less volatile,0,1,-1
58847,rt jpm17 movers aria 74 bought 6 deal w agn mack 33 assets 131,0,0,1
59005,nvda nice day trade morning note call above cash flow,0,0,1
59032,campbell move facebook education poor reporting fb teachers via,0,1,-1
59213,nvidia selfdriving auto competition good investors nvda,1,0,1
59217,allergan two new deals takes option buy pays 50m pact agn,1,0,1
59291,rt benzinga analyst teslas gigafactory 3 built texas not tsla,0,0,1
59338,mcd mcdonalds getting market couldnt manage anymore easy money made question,1,1,-1
59366,got taken away similar taking arm order new family ipad might happening around aapl,0,0,-1
59381,stockalert watch today wallstreet amzn sbux,0,0,1
59387,week ipad replacement cycle began 3 old ipads went down kid last one amazing aapl,0,0,1
59445,djia average sliding premarket hours heres,0,0,-1
59524,rt adamfeuerstein celg 2016 results revenue 112 billion earnings per share line consensus jpm17,0,0,1
59535,celg 2016 results revenue 112 billion earnings per share line consensus jpm17,0,0,1
59547,really disagree twitter marvelous top cc adamsinger twtr,0,1,1
59670,rt ophirgottlieb spy selling puts created decade wealth twoyears,0,1,1
59698,rt bwilliliou mcdonalds china order citic via bfly mcd,0,0,-1
59938,here’s riskreversal trading tech qqq,0,0,-1
59982,heres apple breaking today hitting highest levels since november 2015 aapl,1,1,1
60071,rt gild presentation standing room jpm17 milligan optimistic abt hiv franchise,1,0,1
60089,spy creating decade wealth twoyears options,0,0,1
60116,googl selling put spreads outperform stock,1,1,-1
60139,nflx buying options earnings massive winner,2,0,1
60172,gild presentation standing room jpm17,0,0,1
60236,10 years iphone still apples cash aapl,0,0,1
60239,breaking news apples iphone turns 10 years old whats next aapl,0,1,1
60345,gild smaller room not grand ballroom let’s hope issue jpm17,0,0,-1
60518,steve jobs best move apple ever made aapl,1,0,1
60554,5 words millionaires understand better people get used fb twtr,1,0,-1
60607,rt matthewherper might new hiv shift market gilds young really excited hiv genvoya exceeded launch,1,0,1
