@RELATION trialquotes_newdata

@ATTRIBUTE index_number REAL
@ATTRIBUTE tweet STRING
@ATTRIBUTE sentiment {-1.0,1.0}

@DATA
302,"the memes people make when bank stocks are exploding higher : $bac $gs $jpm",1.0
303,"correct . $aapl with a huge win here . both ws and msm totally missed it ... a lot .",1.0
304,"rt @sanglucci : a whole lot of noise , but little change out of the $spy this week . | stuck at highs | @wallstjesus h .",1.0
305,"with alexa , a new credit card and suffering competitors , amazon shares could rocket over $<num> in weeks : .",1.0
306,"apple 's macbooks could get an internal upgrade this year that doubles the maximum memory $aapl .",1.0
307,"#stanchart +<num> % on m & amp ; a talk . ( just talk for now ) . $gs hiked target price on mon , bank of america lifted recommendation today",1.0
308,"rt @cecileva : gold caught between rates and inflation : $gld , $gvz , @edvanderwalt",1.0
309,"here 's why $fb , $intc , and $mu are all heading higher in <num>",1.0
310,"committed to innovation in woman 's health . positive phase iii results for ulipristal acetate $agn",1.0
311,". @morganstanley climbing in early trading w/ bond trading coming in $<num>m higher than average estimates of $<num>bln $ms",1.0
312,"must watch stocks for january <num> , <num> $ms $unh $ual $cma $csx $cwei $nbl $lux $rmbs $ozrk",1.0
313,"morgan stanley hoping for return to glory days $ms $gs via @investopedia",1.0
314,"#breaking : morgan stanley $ms <alphanum> earnings per share ( eps ) excluding items beats estimates , $<num>.<num> vs. $<num>.<num> expected",1.0
315,"morgan stanley <alphanum> results top street estimates $ms",1.0
316,"google made a brilliant pivot to turn around its self-driving-car struggles $googl",1.0
317,"$ms <num>q <num> earnings : continued strength in sales and trading and m & amp ; a",1.0
318,"nash drugs will be the next huge #biotech gold rush ... get in while you can ... #stocks $agn $icpt $gild $canf $nvs",1.0
319,"big beat for morgan stanley & amp ; best <alphanum> since the financial crisis . but return on equity still lags $ms updating here",1.0
320,"rt @estimize : $ms beats the estimize eps consensus by <num>c and the estimize revenue consensus by $<num>.<num>m -",1.0
321,"morgan stanley $ms shares were already +<num> % since the election & amp ; look poised to add to gains on heels of earnings beat",1.0
322,"ibm breaks innovation record in <num> $ibm $ssnlf",1.0
323,"morgan stanley $ms shares currently +<num> % on <num>k shares premarket volume ... on heels of earnings beat .",1.0
324,"earnings alert : morgan stanley eps beats $<num>.<num> vs. $<num>.<num> ( est . ) $<num>.<num>b vs. $<num>.<num>b ( est . ) $ms",1.0
325,"rt @taralach : investors : it 's ok to love banks again via @bfly $wfc $jpm $bac",1.0
326,"no <num>th quarter letdown this time for james gorman 's morgan stanley . wall st firm enjoys best finish since <num> . $ms",1.0
327,"investors : it 's ok to love banks again via @bfly $wfc $jpm $bac",1.0
328,"wal-mart to add <num>,<num> jobs in <num> following other major employers $amzn $wmt",1.0
329,"#stockalert- stocks to watch today on #wallstreet @simonettilauren $ms $cma $unh",1.0
330,"<num> trades to ride chevron higher : bonus idea - dragonfly capital ... $cvx $spy",1.0
331,"rt @matthewherper : one of my favorite op-eds we 've run : if u.s. buys $gild outright , it saves money on hep c drugs . cc : @peterbach",1.0
332,"summing up @morganstanley profit increase from bond trading thus far on this #wallstreet earnings day $ms @hugh_son",1.0
333,"remember that $<num>bn/qtr fixed-income bogey gorman ( sort of ) set and everybody said yeah , sure ? $ms has hit it <num> quarters in a row now .",1.0
334,"$ms <num>q <num> earnings : record quarterly wealth management revenues of $<num>.<num>bn ; pre-tax margin of <num> %",1.0
335,"this slide = `` see ? we 're cool & amp ; techy '' morgan stanley has seemed less convinced in past of the opportunities in rob .",1.0
336,"morgan stanley 's profit doubles as bond-trading revenue surges $ms",1.0
337,"ya think ? #starbucks $sbux",1.0
338,"facebook , intel and others seem poised to rocket higher this week : $fb $intc",1.0
339,"rt @lamonicabuzz : morgan stanley beat on earnings and revenue . `` yuge '' jump in bond trading sales . bet on inflation from trump/fed ? $ms up <num> .",1.0
340,"mixed earnings expectations for transportation giants $csx $ual $unp",1.0
341,"morgan stanley beats ! $ms",1.0
342,"morgan stanley beats ! $ms",1.0
343,"after largely missing out on us shale boom , #exxon reaches $<num>.<num>b+ acquisition to double its assets in the shale hotbed permian basin . $xom",1.0
344,"mattel goes the tech route for its next ceo , tapping google executive margaret georgiadis . $mat $googl via @wsj",1.0
345,"earnings this week tue - $csx $ms wed - $gs $nflx $c $amtd thu - $ibm $axp $team fri - $ge $slb here 's a calendar :",1.0
346,"markets with the inauguration jitters , meanwhile $nflx chillin at highs .",1.0
347,". @netflix hits all-time high : $nflx",1.0
348,"the market in <num> minutes : morgan stanley beats estimates , disney & amp ; netflix get big upgrades $ms $dis $nflx $unh $rai",1.0
349,"wealth mgmt now accounts for half of $ms revenue , and they had a blowout quarter",1.0
350,"mattel names google executive margaret georgiadis as ceo , succeeding sinclair $mat $googl",1.0
351,"$ms : '' trade idea <num> : sell the january <num>/<num> strangle for a $<num>.<num> credit . '' watch , good chance keep whole credit",1.0
352,"morgan stanley beats projections $ms",1.0
353,"morgan stanley continues to do more with less on the trading front . headcount down , risk down , revenues up <num> % . $ms",1.0
354,"$nflx will benefit from cord-cutting in <num> , writes neil doshi . read more on his upgrade to buy via @firstadopter..",1.0
355,"rt @philwahba : this will be interesting . $mat $goog",1.0
356,"this week <num> $spx companies report earnings highlighted by <num> financials : tue . $ms , wed. $gs , thur . $axp , fri. $rf $sti . @terranovajoe",1.0
357,"following $xom 's $<num>.<num>b deal for pemian basin assets , the energy sector ranks <num>st in us m & amp ; a deal value <alphanum> w/ $<num>b . #spglobaldeals",1.0
358,"here 's a place where bank of america -- not known so much for international biz -- is killing it #brazil $bac",1.0
359,"quick run to record intraday highs for netflix $nflx stock before backing off a tad ... tremendous run for it since m .",1.0
360,"youtube monetizes live streams with super chat $goog",1.0
361,"facebook has already gained <num> % in <num> but questions remain about overstating ad metrics : $fb @thestreet",1.0
362,"rt @joannlublin : mattel names google executive margaret georgiadis as ceo , succeeding sinclair $mat $googl via @wsj",1.0
363,"<num> factors cantor is watching heading into netflix earnings $nflx",1.0
364,"morgan stanley beats ! $ms",1.0
365,"rt @jacobawohl : trump + yellen = world ' best hangover cure for $spx // we 'll see how long #es_f can hold this weak little down move",1.0
366,"rt @virtus : this week <num> $spx companies report earnings highlighted by <num> financials : tue . $ms , wed. $gs , thur . $axp , fri. $rf $sti . @terra .",1.0
367,"will nike save jcpenney ? $jcp swooshes higher , up <num> % after announcing nike brand shops in more than <num> stores . $nke up nearly <num> % too .",1.0
368,"$ibm reports thur . and $ge fri. evident w/ $jpm $bac last week guidance matters most . outlook w/ potential policy changes . @terranovajoe",1.0
369,"@mattel names @google executive margo georgiadis to ceo post . @fortunempw $mat $goog",1.0
370,"hedge fund expert shares top trends for <num> : 'fees will continue to evolve ' $blk $dwin $mna $spy $qqq",1.0
371,"gene munster sees <num> million iphone sales , stronger than previously expected $aapl",1.0
372,"$nflx so , you 're interested in trading netflix earnings ... how interesting ...",1.0
373,"goldman sachs & amp ; others are automating their compliance jobs $jpm $gs #fintech",1.0
374,"big exxon deal here in the permian ; interesting : deal for <num> parcels , which means laterals can go <num> miles+ $xom",1.0
375,"a pair of deals in the permian . exxon buying bopco for $<num>.<num>b & amp ; noble energy to buy clayton williams $xom $cwei",1.0
376,"these guys had the right idea today . $aapl",1.0
377,"solid morning for pop-culture puns in street research . $ms cc : @lizrhoffman @justinbaer",1.0
378,"$xom spox : we estimate we ll have <num> more or more rigs on that ( permian ) acquisition alone , requiring <num> years of development . ''",1.0
379,"the big winner from this morning 's $xom deal ...",1.0
380,"apple shares pushed to magical $<num> level $aapl",1.0
381,"exxon is doubling its #permian holdings in a deal worth up to $<num>.<num> billion . here 's the full story with details : $xom",1.0
382,"facebook live 's latest update helps publishers $fb",1.0
383,"facebook live 's latest update helps publishers $fb by @biintelligence",1.0
384,"i thought apple 's best days were behind it and it was time to sell ! ! ha ! $aapl",1.0
385,"the <num> naaim wagner award winning paper `` lumber : worth its weight in gold '' $spx $stocks",1.0
386,"rt @barronsnext : is this the time to buy gold ? $gld",1.0
387,"central banks provided 'drugs that mask the symptoms vs medicine that cures the disease . ' they did it well ( all-time highs ) . $spx $ndx",1.0
388,"what you need to be following this week #davos begins $nflx & amp ; $gs earnings trump inauguration",1.0
389,"apple 's airpods take the spotlight . $aapl",1.0
390,"netflix to remain a growth story through <num> $nflx",1.0
391,"here it is ! my first trade of <num> good to learn and see what works $fb $twtr",1.0
392,"s & amp ; p <num> -- bulls see a break above <num>,<num> pointing to <num>,<num>-<num>,<num> $spx",1.0
393,"chart of the day : $nflx hits new all-time high @seanansmith",1.0
394,"<num> #gold themes & amp ; <num> stock picks for <num> #commodities #africa #mining #metals $gld @barronsonline @macquarie",1.0
395,"rt @wsj : mattel names google executive margaret georgiadis as ceo , succeeding sinclair $mat $googl",1.0
396,"exxon mobil , sears the hottest stocks among shorts xom $shld $betr $gpro $tsla $spwr",1.0
397,"morgan stanley beats ! $ms",1.0
398,"morgan stanley beats ! $ms",1.0
399,"$googl alphabet 's huge opportunity and ... huge risk my take via @yahoofinance @cnnmoney",1.0
400,"these are my brokers for <num> so make sure you know $fb $twtr peeps !",1.0
401,"$c reports before the open tomorrow , estimize consensus +<num>.<num> eps and +<num>.<num>m revs compared to ws",1.0
402,"$gs reports before the open tomorrow , estimize consensus +<num>.<num> eps and +<num>.<num>m revs compared to ws",1.0
403,"this is a solid way to play bounces it 's how i made <num> % the other day and keep doing it too $fb $twtr",1.0
404,"they 're tumbling today , but guess which u.s. bank has the most upside ? via @bfly $ms $bac $c",1.0
405,"exxon mobil makes its first big bet on the trump era $xom",1.0
406,"near-term pullback in las vegas sands shares creates buying opportunity $lvs",1.0
407,"railroad stocks like csx could benefit from a trump presidency . @jimcramer weighs in : $csx",1.0
408,"ten years ago , netflix launched streaming video and changed the way we watch everything - $nflx forever changed",1.0
409,"why are analysts optimistic about starbucks s <alphanum> revenue ? - $sbux",1.0
410,"rt @cmroberson<num> : amazon patents autonomous vehicle lane assignment system $amzn",1.0
411,"david einhorn likes $aapl $gm as trump plays . repatriation for $aapl . jobs growth for $gm . short $nflx . valuation . does n't think $dis buys .",1.0
412,"$amd , $mu , $wdc remain among my favorites.. lot of profit-taking and shorts trying to bang them down ,",1.0
413,"<num> was a record year for s & amp ; p <num> options trading . average daily volume was up <num> % : $cboe $spy $vix",1.0
414,"#netflix had quite a good friday $nflx",1.0
415,"apparel may serve as one of the single biggest incremental growth opportunities within the retail business ' .",1.0
416,"looks like we can get new `` bull flag '' type patterns in $amzn $googl $tsla $baba . need <num> see how many days . u have today 's low <num> trade vs .",1.0
417,"rt @liamdenning : permian shale is so hot right now : via @bfly $xom $nbl $cwei",1.0
418,"permian shale is so hot right now : via @bfly $xom $nbl $cwei",1.0
419,"david einhorn 's trump-proof investment plan $aapl $dds $dis $nflx $uhal $dsw $gm",1.0
420,"rt @aaronlucchetti : no <num>th quarter letdown this time for james gorman 's morgan stanley . wall st firm enjoys best finish since <num> . $ms htt .",1.0
421,"gold starting to look like a favorite wall street trump trade . the yellow metal above $<num> an ounce again . $gld etf up nearly <num> % ytd .",1.0
422,"love this lol thanks @jimtilton<num> all cov $<num>.<num> and .<num>s $bac now what ?",1.0
