"","tweets","positive","negative","score"
291,"stocks on the wohl watchlist this week $axon $all $omn $boil $avp $aaoi $itub $ms $crc $swir $cma $c $unp",0,0,1
292,"$twtr cmo @leslieberland shows off vibrancy in her pitch : [ great story by @kerrymflynn , twtr lucky to have leslie ]",1,0,1
293,"final final final <num> hours to save <num>-<num> % off on the blowout sale , your final chance to save big $fb $twtr",0,0,1
294,"#stocks to watch this week : goldman sachs group $gs netflix $nflx general electric $ge",0,0,1
295,"$ms reports before the open tomorrow , estimize consensus +<num>.<num> eps and +<num>.<num>m revs compared to ws",0,0,1
296,"rt @ibmnews : ibm breaks innovation record in <num> $ibm $ssnlf via @benzinga",1,1,1
297,"instagram stories already has as many users as snapchat does . $fb",0,0,1
298,"ibm breaks innovation record in <num> $ibm $ssnlf via @benzinga",1,1,1
299,"thanks for remembering -- $aapl !",0,0,1
300,"listen : @taskrabbit ceo @sbp<num> on her vision for the firm , her time at $googl and why diversity matters .",0,0,1
301,"i 've been waiting months for this finally my bet in $wlkr should spike thx to $pcln founders",0,0,1
302,"the memes people make when bank stocks are exploding higher : $bac $gs $jpm",0,0,1
303,"correct . $aapl with a huge win here . both ws and msm totally missed it ... a lot .",1,1,1
304,"rt @sanglucci : a whole lot of noise , but little change out of the $spy this week . | stuck at highs | @wallstjesus h .",1,1,1
305,"with alexa , a new credit card and suffering competitors , amazon shares could rocket over $<num> in weeks : .",0,1,1
306,"apple 's macbooks could get an internal upgrade this year that doubles the maximum memory $aapl .",0,0,1
307,"#stanchart +<num> % on m & amp ; a talk . ( just talk for now ) . $gs hiked target price on mon , bank of america lifted recommendation today",0,0,1
308,"rt @cecileva : gold caught between rates and inflation : $gld , $gvz , @edvanderwalt",0,0,1
309,"here 's why $fb , $intc , and $mu are all heading higher in <num>",0,0,1
310,"committed to innovation in woman 's health . positive phase iii results for ulipristal acetate $agn",2,0,1
311,". @morganstanley climbing in early trading w/ bond trading coming in $<num>m higher than average estimates of $<num>bln $ms",0,0,1
312,"must watch stocks for january <num> , <num> $ms $unh $ual $cma $csx $cwei $nbl $lux $rmbs $ozrk",0,0,1
313,"morgan stanley hoping for return to glory days $ms $gs via @investopedia",0,0,1
314,"#breaking : morgan stanley $ms <alphanum> earnings per share ( eps ) excluding items beats estimates , $<num>.<num> vs. $<num>.<num> expected",0,0,1
315,"morgan stanley <alphanum> results top street estimates $ms",1,0,1
316,"google made a brilliant pivot to turn around its self-driving-car struggles $googl",1,1,1
317,"$ms <num>q <num> earnings : continued strength in sales and trading and m & amp ; a",1,0,1
318,"nash drugs will be the next huge #biotech gold rush ... get in while you can ... #stocks $agn $icpt $gild $canf $nvs",0,0,1
319,"big beat for morgan stanley & amp ; best <alphanum> since the financial crisis . but return on equity still lags $ms updating here",1,2,1
320,"rt @estimize : $ms beats the estimize eps consensus by <num>c and the estimize revenue consensus by $<num>.<num>m -",0,0,1
321,"morgan stanley $ms shares were already +<num> % since the election & amp ; look poised to add to gains on heels of earnings beat",1,0,1
322,"ibm breaks innovation record in <num> $ibm $ssnlf",1,1,1
323,"morgan stanley $ms shares currently +<num> % on <num>k shares premarket volume ... on heels of earnings beat .",0,0,1
324,"earnings alert : morgan stanley eps beats $<num>.<num> vs. $<num>.<num> ( est . ) $<num>.<num>b vs. $<num>.<num>b ( est . ) $ms",0,0,1
325,"rt @taralach : investors : it 's ok to love banks again via @bfly $wfc $jpm $bac",1,0,1
326,"no <num>th quarter letdown this time for james gorman 's morgan stanley . wall st firm enjoys best finish since <num> . $ms",2,1,1
327,"investors : it 's ok to love banks again via @bfly $wfc $jpm $bac",1,0,1
328,"wal-mart to add <num>,<num> jobs in <num> following other major employers $amzn $wmt",0,0,1
329,"#stockalert- stocks to watch today on #wallstreet @simonettilauren $ms $cma $unh",0,0,1
330,"<num> trades to ride chevron higher : bonus idea - dragonfly capital ... $cvx $spy",0,0,1
331,"rt @matthewherper : one of my favorite op-eds we 've run : if u.s. buys $gild outright , it saves money on hep c drugs . cc : @peterbach",1,0,1
332,"summing up @morganstanley profit increase from bond trading thus far on this #wallstreet earnings day $ms @hugh_son",1,0,1
333,"remember that $<num>bn/qtr fixed-income bogey gorman ( sort of ) set and everybody said yeah , sure ? $ms has hit it <num> quarters in a row now .",0,0,1
334,"$ms <num>q <num> earnings : record quarterly wealth management revenues of $<num>.<num>bn ; pre-tax margin of <num> %",0,0,1
335,"this slide = `` see ? we 're cool & amp ; techy '' morgan stanley has seemed less convinced in past of the opportunities in rob .",2,1,1
336,"morgan stanley 's profit doubles as bond-trading revenue surges $ms",1,0,1
337,"ya think ? #starbucks $sbux",0,0,1
338,"facebook , intel and others seem poised to rocket higher this week : $fb $intc",0,0,1
339,"rt @lamonicabuzz : morgan stanley beat on earnings and revenue . `` yuge '' jump in bond trading sales . bet on inflation from trump/fed ? $ms up <num> .",0,0,1
340,"mixed earnings expectations for transportation giants $csx $ual $unp",0,0,1
341,"morgan stanley beats ! $ms",0,0,1
342,"morgan stanley beats ! $ms",0,0,1
343,"after largely missing out on us shale boom , #exxon reaches $<num>.<num>b+ acquisition to double its assets in the shale hotbed permian basin . $xom",1,0,1
344,"mattel goes the tech route for its next ceo , tapping google executive margaret georgiadis . $mat $googl via @wsj",0,0,1
345,"earnings this week tue - $csx $ms wed - $gs $nflx $c $amtd thu - $ibm $axp $team fri - $ge $slb here 's a calendar :",0,0,1
346,"markets with the inauguration jitters , meanwhile $nflx chillin at highs .",1,0,1
347,". @netflix hits all-time high : $nflx",0,0,1
348,"the market in <num> minutes : morgan stanley beats estimates , disney & amp ; netflix get big upgrades $ms $dis $nflx $unh $rai",0,0,1
349,"wealth mgmt now accounts for half of $ms revenue , and they had a blowout quarter",0,0,1
350,"mattel names google executive margaret georgiadis as ceo , succeeding sinclair $mat $googl",1,0,1
351,"$ms : '' trade idea <num> : sell the january <num>/<num> strangle for a $<num>.<num> credit . '' watch , good chance keep whole credit",1,1,1
352,"morgan stanley beats projections $ms",0,0,1
353,"morgan stanley continues to do more with less on the trading front . headcount down , risk down , revenues up <num> % . $ms",0,2,1
354,"$nflx will benefit from cord-cutting in <num> , writes neil doshi . read more on his upgrade to buy via @firstadopter..",2,0,1
355,"rt @philwahba : this will be interesting . $mat $goog",1,0,1
356,"this week <num> $spx companies report earnings highlighted by <num> financials : tue . $ms , wed. $gs , thur . $axp , fri. $rf $sti . @terranovajoe",0,0,1
357,"following $xom 's $<num>.<num>b deal for pemian basin assets , the energy sector ranks <num>st in us m & amp ; a deal value <alphanum> w/ $<num>b . #spglobaldeals",0,0,1
358,"here 's a place where bank of america -- not known so much for international biz -- is killing it #brazil $bac",0,1,1
359,"quick run to record intraday highs for netflix $nflx stock before backing off a tad ... tremendous run for it since m .",2,0,1
360,"youtube monetizes live streams with super chat $goog",0,0,1
361,"facebook has already gained <num> % in <num> but questions remain about overstating ad metrics : $fb @thestreet",1,2,1
362,"rt @joannlublin : mattel names google executive margaret georgiadis as ceo , succeeding sinclair $mat $googl via @wsj",1,0,1
363,"<num> factors cantor is watching heading into netflix earnings $nflx",0,0,1
364,"morgan stanley beats ! $ms",0,0,1
365,"rt @jacobawohl : trump + yellen = world ' best hangover cure for $spx // we 'll see how long #es_f can hold this weak little down move",2,2,1
366,"rt @virtus : this week <num> $spx companies report earnings highlighted by <num> financials : tue . $ms , wed. $gs , thur . $axp , fri. $rf $sti . @terra .",0,0,1
367,"will nike save jcpenney ? $jcp swooshes higher , up <num> % after announcing nike brand shops in more than <num> stores . $nke up nearly <num> % too .",0,0,1
368,"$ibm reports thur . and $ge fri. evident w/ $jpm $bac last week guidance matters most . outlook w/ potential policy changes . @terranovajoe",0,0,1
369,"@mattel names @google executive margo georgiadis to ceo post . @fortunempw $mat $goog",0,0,1
370,"hedge fund expert shares top trends for <num> : 'fees will continue to evolve ' $blk $dwin $mna $spy $qqq",1,0,1
371,"gene munster sees <num> million iphone sales , stronger than previously expected $aapl",1,0,1
372,"$nflx so , you 're interested in trading netflix earnings ... how interesting ...",1,0,1
373,"goldman sachs & amp ; others are automating their compliance jobs $jpm $gs #fintech",0,0,1
374,"big exxon deal here in the permian ; interesting : deal for <num> parcels , which means laterals can go <num> miles+ $xom",1,0,1
375,"a pair of deals in the permian . exxon buying bopco for $<num>.<num>b & amp ; noble energy to buy clayton williams $xom $cwei",2,0,1
376,"these guys had the right idea today . $aapl",0,0,1
377,"solid morning for pop-culture puns in street research . $ms cc : @lizrhoffman @justinbaer",0,0,1
378,"$xom spox : we estimate we ll have <num> more or more rigs on that ( permian ) acquisition alone , requiring <num> years of development . ''",0,0,1
379,"the big winner from this morning 's $xom deal ...",1,0,1
380,"apple shares pushed to magical $<num> level $aapl",0,0,1
381,"exxon is doubling its #permian holdings in a deal worth up to $<num>.<num> billion . here 's the full story with details : $xom",0,0,1
382,"facebook live 's latest update helps publishers $fb",0,0,1
383,"facebook live 's latest update helps publishers $fb by @biintelligence",0,0,1
384,"i thought apple 's best days were behind it and it was time to sell ! ! ha ! $aapl",1,1,1
385,"the <num> naaim wagner award winning paper `` lumber : worth its weight in gold '' $spx $stocks",1,0,1
386,"rt @barronsnext : is this the time to buy gold ? $gld",1,0,1
387,"central banks provided 'drugs that mask the symptoms vs medicine that cures the disease . ' they did it well ( all-time highs ) . $spx $ndx",1,0,1
388,"what you need to be following this week #davos begins $nflx & amp ; $gs earnings trump inauguration",0,0,1
389,"apple 's airpods take the spotlight . $aapl",0,0,1
390,"netflix to remain a growth story through <num> $nflx",1,0,1
391,"here it is ! my first trade of <num> good to learn and see what works $fb $twtr",1,0,1
392,"s & amp ; p <num> -- bulls see a break above <num>,<num> pointing to <num>,<num>-<num>,<num> $spx",0,1,1
393,"chart of the day : $nflx hits new all-time high @seanansmith",0,0,1
394,"<num> #gold themes & amp ; <num> stock picks for <num> #commodities #africa #mining #metals $gld @barronsonline @macquarie",0,0,1
395,"rt @wsj : mattel names google executive margaret georgiadis as ceo , succeeding sinclair $mat $googl",1,0,1
396,"exxon mobil , sears the hottest stocks among shorts xom $shld $betr $gpro $tsla $spwr",0,1,1
397,"morgan stanley beats ! $ms",0,0,1
398,"morgan stanley beats ! $ms",0,0,1
399,"$googl alphabet 's huge opportunity and ... huge risk my take via @yahoofinance @cnnmoney",1,1,1
400,"these are my brokers for <num> so make sure you know $fb $twtr peeps !",0,0,1
401,"$c reports before the open tomorrow , estimize consensus +<num>.<num> eps and +<num>.<num>m revs compared to ws",0,0,1
402,"$gs reports before the open tomorrow , estimize consensus +<num>.<num> eps and +<num>.<num>m revs compared to ws",0,0,1
403,"this is a solid way to play bounces it 's how i made <num> % the other day and keep doing it too $fb $twtr",0,0,1
404,"they 're tumbling today , but guess which u.s. bank has the most upside ? via @bfly $ms $bac $c",1,0,1
405,"exxon mobil makes its first big bet on the trump era $xom",0,0,1
406,"near-term pullback in las vegas sands shares creates buying opportunity $lvs",2,0,1
407,"railroad stocks like csx could benefit from a trump presidency . @jimcramer weighs in : $csx",1,0,1
408,"ten years ago , netflix launched streaming video and changed the way we watch everything - $nflx forever changed",0,0,1
409,"why are analysts optimistic about starbucks s <alphanum> revenue ? - $sbux",1,0,1
410,"rt @cmroberson<num> : amazon patents autonomous vehicle lane assignment system $amzn",0,0,1
411,"david einhorn likes $aapl $gm as trump plays . repatriation for $aapl . jobs growth for $gm . short $nflx . valuation . does n't think $dis buys .",1,1,1
