,id,tweets,givenpositive,givennegative,actual,positive,negative,if_contains,changed_tweets
148,148,gilead s hepatitis b drug vemlidy approved in eu - $gild,0,0,1,0,0,0,gilead s hepatitis b drug vemlidy approved in eu - $gild
149,149,"in light of taco bell 's chicken shell , here are <num> of the most successful fast-food campaigns $bkw $mcd $wen $yum",1,0,1,1,0,0,"in light of taco bell 's chicken shell , here are <num> of the most successful fast-food campaigns $bkw $mcd $wen $yum"
150,150,rt @optuma : $spx companies with longest <num> day #rrg tails ( momentum ) with increasing velocity . simple to filter with #optuma $fcx $kss $nem .,0,0,1,0,0,0,rt @optuma : $spx companies with longest <num> day #rrg tails ( momentum ) with increasing velocity . simple to filter with #optuma $fcx $kss $nem .
151,151,jack ma wants groupon ? $grpn up <num> % on $baba m & amp ; a rumor . but be careful here . this chatter has been around for almost a year . has n't happened .,0,0,1,0,0,0,jack ma wants groupon ? $grpn up <num> % on $baba m & amp ; a rumor . but be careful here . this chatter has been around for almost a year . has n't happened .
152,152,$tsla held well now green . $<num>/ <num>day moving average has been big support,0,0,1,0,0,0,$tsla held well now green . $<num>/ <num>day moving average has been big support
153,153,"ibm breaks record in u.s. patents with cloud , ai and health bets : $ibm",0,1,1,0,1,0,"ibm breaks record in u.s. patents with cloud , ai and health bets : $ibm"
154,154,"financial spdr $xlf up almost <num> % since election . bank earnings kick off , any room for error after such a big run ? tune in <num>:<num>p et !",0,1,1,0,1,0,"financial spdr $xlf up almost <num> % since election . bank earnings kick off , any room for error after such a big run ? tune in <num>:<num>p et !"
155,155,"salesforce 's new hire , monica langley , might help company land its next major acquisition $crm",0,0,1,0,0,0,"salesforce 's new hire , monica langley , might help company land its next major acquisition $crm"
156,156,thanks . this was a good $amzn strategy to add above $<num>.<num> trim some and hold some . i 'm still long and those calls .,2,0,1,2,0,0,thanks . this was a good $amzn strategy to add above $<num>.<num> trim some and hold some . i 'm still long and those calls .
157,157,if you bought $spy with up around $<num>.<num> trim some here $<num>.<num> and hold some . i 'm still in,0,0,1,0,0,0,if you bought $spy with up around $<num>.<num> trim some here $<num>.<num> and hold some . i 'm still in
158,158,$fb -- what an impressive move <num>. i missed it .,1,1,1,1,1,0,$fb -- what an impressive move <num>. i missed it .
159,159,"broader market down but two big techs are continuing their hot start to <num> . $amzn up <num>.<num> % today & amp ; <num> % ytd . $fb up a bit today , <num> % ytd .",0,0,1,0,0,0,"broader market down but two big techs are continuing their hot start to <num> . $amzn up <num>.<num> % today & amp ; <num> % ytd . $fb up a bit today , <num> % ytd ."
160,160,"big bank results ahead with reports from bank of america , jp morgan , and wells fargo $bac $c $gs $jpm $wfc $ms",0,0,1,0,0,0,"big bank results ahead with reports from bank of america , jp morgan , and wells fargo $bac $c $gs $jpm $wfc $ms"
161,161,$bac this remarkable edge to an options trade -- with a twist -- has out performed the $spx by <num> % .,0,0,1,0,0,0,$bac this remarkable edge to an options trade -- with a twist -- has out performed the $spx by <num> % .
162,162,us stock indices in the red with around <num> mins to the close on wall st : #djia -<num>.<num> % with goldman sachs dragging heavily on the index $gs .,0,0,1,0,0,0,us stock indices in the red with around <num> mins to the close on wall st : #djia -<num>.<num> % with goldman sachs dragging heavily on the index $gs .
163,163,live : apple sets its sights on hollywood with plans for original content - will it be a success ? .,1,0,1,1,0,0,live : apple sets its sights on hollywood with plans for original content - will it be a success ? .
164,164,say hello to the credit card with a whopping <num> % cash back on all @amazon purchases : $amzn,0,0,1,0,0,0,say hello to the credit card with a whopping <num> % cash back on all @amazon purchases : $amzn
165,165,twitter is announcing earnings and doing call before markets open again this quarter ? hmmmm ... $twtr,0,0,1,0,0,0,twitter is announcing earnings and doing call before markets open again this quarter ? hmmmm ... $twtr
166,166,$ibm slow but steady in <num> via @investopedia,0,1,1,0,1,0,$ibm slow but steady in <num> via @investopedia
167,167,facebook enhances dynamic ads with interest-based targeting $fb,1,0,1,1,0,0,facebook enhances dynamic ads with interest-based targeting $fb
168,168,"with the release of its credit card , amazon is poised to transform yet another way consumers shop : .",0,0,1,0,0,0,"with the release of its credit card , amazon is poised to transform yet another way consumers shop : ."
169,169,"@waltergmurphy thanks walter , i always value your opinion . steep ascent on $djia puts recent lows in focus .",0,1,1,0,1,0,"@waltergmurphy thanks walter , i always value your opinion . steep ascent on $djia puts recent lows in focus ."
170,170,"big day for bank earnings tomorrow $bac , $wfc $jpm all report before the bell . what should you be watching ? coming up on @cnbcclosingbell",0,0,1,0,0,0,"big day for bank earnings tomorrow $bac , $wfc $jpm all report before the bell . what should you be watching ? coming up on @cnbcclosingbell"
171,171,getting the <num> party started $uvxy #options,0,0,1,0,0,0,getting the <num> party started $uvxy #options
172,172,these were the <num> most traded stocks and etfs of <num> <num> . $bac <num> . $spy <num> . $gdx <num> . $eem <num> . $vxx,0,0,1,0,0,0,these were the <num> most traded stocks and etfs of <num> <num> . $bac <num> . $spy <num> . $gdx <num> . $eem <num> . $vxx
173,173,$spy $spx trading options in the market etf for a profit,1,0,1,1,0,0,$spy $spx trading options in the market etf for a profit
174,174,$bac using a mega bank as a winning option play,1,0,1,1,0,0,$bac using a mega bank as a winning option play
175,175,rt @cnbcfastmoney : ' @richartross says to buy banks into earnings $xlf $bac $jpm $wfc,1,0,1,1,0,0,rt @cnbcfastmoney : ' @richartross says to buy banks into earnings $xlf $bac $jpm $wfc
176,176,"apple finally figured out how to satisfy its media dream : do n't buy hbo , become it",3,0,1,3,0,0,"apple finally figured out how to satisfy its media dream : do n't buy hbo , become it"
177,177,' @richartross says to buy banks into earnings $xlf $bac $jpm $wfc,1,0,1,1,0,0,' @richartross says to buy banks into earnings $xlf $bac $jpm $wfc
178,178,@davidmoble it is an exception . they have factories filled with robots . and it 's one of the best companies in the world . $tsla,1,0,1,1,0,0,@davidmoble it is an exception . they have factories filled with robots . and it 's one of the best companies in the world . $tsla
179,179,#amazon plans to create <num>k new full-time #jobs in the us over the next <num> months ; ... via @launchticker $amzn,0,0,1,0,0,0,#amazon plans to create <num>k new full-time #jobs in the us over the next <num> months ; ... via @launchticker $amzn
180,180,"#gold rises above $<num>,<num> ; will it stay there ? $gld $iau $gdx $nugt $dust",0,0,1,0,0,0,"#gold rises above $<num>,<num> ; will it stay there ? $gld $iau $gdx $nugt $dust"
181,181,`` digital media - sans $goog & amp ; $fb - have joined newspapers as a business in structural decline '' @profgalloway,0,1,1,0,1,0,`` digital media - sans $goog & amp ; $fb - have joined newspapers as a business in structural decline '' @profgalloway
182,182,netflix is on a quest for world domination via @bw $nflx,0,0,1,0,0,0,netflix is on a quest for world domination via @bw $nflx
183,183,"#gold rush : trump , #china puts the bull into bullion $gld $fxi $mchi $ashr #goldprice",0,0,1,0,0,0,"#gold rush : trump , #china puts the bull into bullion $gld $fxi $mchi $ashr #goldprice"
184,184,$spy gave us a new pivot at $<num>.<num> and reclaimed $<num>.<num> and closed well . pivot resistance is $<num>.<num> then $<num>.<num> ath $<num>.<num>,0,1,1,0,1,0,$spy gave us a new pivot at $<num>.<num> and reclaimed $<num>.<num> and closed well . pivot resistance is $<num>.<num> then $<num>.<num> ath $<num>.<num>
185,185,good morning . mostly green arrows around the world . in europe dax+.<num> % cac+.<num> % in asia the nikkei+.<num> % hk+.<num> % . $spx futures +<num>,1,0,1,1,0,0,good morning . mostly green arrows around the world . in europe dax+.<num> % cac+.<num> % in asia the nikkei+.<num> % hk+.<num> % . $spx futures +<num>
186,186,"ready for $bac to kick off #wallstreet #earnings . net income primed for a rise . but if the firm does n't achieve , it could be bananas",2,0,1,2,0,0,"ready for $bac to kick off #wallstreet #earnings . net income primed for a rise . but if the firm does n't achieve , it could be bananas"
187,187,$ebay to combat #counterfeiting with professional authenticators that inspect high-end goods #ip,0,0,1,0,0,0,$ebay to combat #counterfeiting with professional authenticators that inspect high-end goods #ip
188,188,the nasdaq is +<num>.<num> % higher than where it was <num>yr ago today $qqq,0,0,1,0,0,0,the nasdaq is +<num>.<num> % higher than where it was <num>yr ago today $qqq
189,189,bank of america tops <num>q profit forecasts $bac,1,0,1,1,0,0,bank of america tops <num>q profit forecasts $bac
190,190,this morning 's winner for $bac is bestguess who beats <num> other analysts and the wall street consensus -,1,0,1,1,0,0,this morning 's winner for $bac is bestguess who beats <num> other analysts and the wall street consensus -
191,191,$bac reports inline with the estimize eps consensus and misses the estimize revenue consensus by $<num>.<num>m -,0,1,1,0,1,0,$bac reports inline with the estimize eps consensus and misses the estimize revenue consensus by $<num>.<num>m -
192,192,$bac reports <alphanum> earnings of <num>c eps and $<num>.<num>b revs -,0,0,1,0,0,0,$bac reports <alphanum> earnings of <num>c eps and $<num>.<num>b revs -
193,193,amazing changes in how people bank at bank of america . digital +<num> % vs. `` old tech '' -<num> % $bac @disruptorsbnn,0,0,1,0,0,0,amazing changes in how people bank at bank of america . digital +<num> % vs. `` old tech '' -<num> % $bac @disruptorsbnn
194,194,amazon is going on a hiring spree $amzn,0,0,1,0,0,0,amazon is going on a hiring spree $amzn
195,195,rt @igtv : $bac lower after announcing plans to boost stock buyback in <num>h by $<num>.<num>b and beating <num>q eps estimates .,1,1,1,1,1,0,rt @igtv : $bac lower after announcing plans to boost stock buyback in <num>h by $<num>.<num>b and beating <num>q eps estimates .
196,196,"keep an eye on these <num> stocks for january <num> , <num> $bac $blk $frc $jpm $p $wfc $pnc",0,0,1,0,0,0,"keep an eye on these <num> stocks for january <num> , <num> $bac $blk $frc $jpm $p $wfc $pnc"
197,197,rt @deoneroberts : bank of america s <num>q profit jumps <num> percent $bac #charobs,1,0,1,1,0,0,rt @deoneroberts : bank of america s <num>q profit jumps <num> percent $bac #charobs
198,198,rt @sarawalker_ig : $bac lower after announcing plans to boost stock buyback in <num>h by $<num>.<num>b and beating <num>q eps estimates .,1,1,1,1,1,0,rt @sarawalker_ig : $bac lower after announcing plans to boost stock buyback in <num>h by $<num>.<num>b and beating <num>q eps estimates .
199,199,"bank of america beats profit expectations , but revenue growth misses on less robust trading than anticipated . $bac",2,2,1,2,2,0,"bank of america beats profit expectations , but revenue growth misses on less robust trading than anticipated . $bac"
200,200,bank of america s <num>q profit jumps <num> percent $bac #charobs,1,0,1,1,0,0,bank of america s <num>q profit jumps <num> percent $bac #charobs
201,201,earnings alert : bank of america eps beats $<num>.<num> vs. $<num>.<num> ( est . ) revs . miss $<num>.<num>b vs. $<num>.<num>b ( est . ) $bac,0,1,1,0,1,0,earnings alert : bank of america eps beats $<num>.<num> vs. $<num>.<num> ( est . ) revs . miss $<num>.<num>b vs. $<num>.<num>b ( est . ) $bac
202,202,"bank of america <alphanum> eps $<num>.<num> vs $<num>.<num> est , revenue $<num>.<num>b vs $<num>.<num>b est $bac",0,0,1,0,0,0,"bank of america <alphanum> eps $<num>.<num> vs $<num>.<num> est , revenue $<num>.<num>b vs $<num>.<num>b est $bac"
203,203,#breaking : bank of america $bac <alphanum> earnings per share ( eps ) is $<num>.<num> vs. $<num>.<num> expected .,0,0,1,0,0,0,#breaking : bank of america $bac <alphanum> earnings per share ( eps ) is $<num>.<num> vs. $<num>.<num> expected .
204,204,great price action as well $amzn,0,0,1,0,0,0,great price action as well $amzn
205,205,$bac does n't mention trump in earnings release . but alludes to fed . says well-positioned to grow with `` backdrop of rising interest rates . '',0,0,1,0,0,0,$bac does n't mention trump in earnings release . but alludes to fed . says well-positioned to grow with `` backdrop of rising interest rates . ''
206,206,big achievement for panera bread here $pnra $sbux $cmg $mcd $qsr $$,1,0,1,1,0,0,big achievement for panera bread here $pnra $sbux $cmg $mcd $qsr $$
207,207,"peek into the markets : stock futures up ahead of jpmorgan , wells fargo earnings $bac $blk $jpm $pnc $p $nflx",0,0,1,0,0,0,"peek into the markets : stock futures up ahead of jpmorgan , wells fargo earnings $bac $blk $jpm $pnc $p $nflx"
